what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604273205
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604308678
activated,view,org.tigris.subversion.subclipse.ui,1.6.12,"org.tigris.subversion.subclipse.ui.repository.RepositoriesView",1278604311960
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604318416
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604356996
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1278604360609
activated,view,org.tigris.subversion.subclipse.ui,1.6.12,"org.tigris.subversion.subclipse.ui.repository.RepositoriesView",1278604364472
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604390409
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604390909
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604411745
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604412595
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604418447
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604453980
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604465240
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604479033
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604479741
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604505709
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604505851
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604509965
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604510104
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604515942
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604516087
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604520339
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604520475
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604600828
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604600965
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604607900
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604608050
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604729662
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604729815
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604736893
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604737043
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604738453
error,log,,,"org.tigris.subversion.javahl.ClientException: svn: authentication cancelled",1278604738481
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604738573
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604745287
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604761980
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604768511
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604776578
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604778242
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604781765
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604799062
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604799751
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604812934
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604813138
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1278604925862
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604928758
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604957903
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604958646
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278604959849
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278605346258
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1278605347482
activated,view,org.tigris.subversion.subclipse.ui,1.6.12,"org.tigris.subversion.subclipse.ui.repository.RepositoriesView",1278605349749
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278605362533
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278605368815
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278605375091
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278605385908
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278605387145
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278605438884
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278605439524
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278605495522
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278605496170
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1278605522196
opened,view,org.tigris.subversion.subclipse.ui,1.6.12,"org.tigris.subversion.subclipse.ui.annotations.AnnotateView",1278605524687
